,Sexo,codPr,Provincias,Periodo,Year,Trimestre,mes,date,actividad,empleo,paro
2647,Mujeres,33,Asturias,2017T4,2017,4,12,2017-12-25,46.85,39.67,15.32
2648,Mujeres,33,Asturias,2017T3,2017,3,9,2017-09-25,46.31,40.81,11.87
2649,Mujeres,33,Asturias,2017T2,2017,2,6,2017-06-25,46.84,40.36,13.83
2650,Mujeres,33,Asturias,2017T1,2017,1,3,2017-03-25,46.37,39.56,14.7
2651,Mujeres,33,Asturias,2016T4,2016,4,12,2016-12-25,46.62,40.0,14.19
2652,Mujeres,33,Asturias,2016T3,2016,3,9,2016-09-25,47.63,40.46,15.05
2653,Mujeres,33,Asturias,2016T2,2016,2,6,2016-06-25,47.82,39.64,17.11
2654,Mujeres,33,Asturias,2016T1,2016,1,3,2016-03-25,47.5,38.53,18.89
2686,Mujeres,05,Ávila,2019T4,2019,4,12,2019-12-25,47.42,42.08,11.26
2687,Mujeres,05,Ávila,2019T3,2019,3,9,2019-09-25,46.11,40.58,11.99
2688,Mujeres,05,Ávila,2019T2,2019,2,6,2019-06-25,46.06,37.48,18.62
2689,Mujeres,05,Ávila,2019T1,2019,1,3,2019-03-25,44.34,36.5,17.69
2690,Mujeres,05,Ávila,2018T4,2018,4,12,2018-12-25,47.15,41.56,11.86
2691,Mujeres,05,Ávila,2018T3,2018,3,9,2018-09-25,47.25,39.98,15.39
2692,Mujeres,05,Ávila,2018T2,2018,2,6,2018-06-25,47.28,37.96,19.73
2693,Mujeres,05,Ávila,2018T1,2018,1,3,2018-03-25,46.69,37.75,19.15
2694,Mujeres,05,Ávila,2017T4,2017,4,12,2017-12-25,46.25,37.77,18.33
2695,Mujeres,05,Ávila,2017T3,2017,3,9,2017-09-25,50.72,41.62,17.95
2696,Mujeres,05,Ávila,2017T2,2017,2,6,2017-06-25,51.4,40.58,21.05
2697,Mujeres,05,Ávila,2017T1,2017,1,3,2017-03-25,49.73,38.17,23.25
2698,Mujeres,05,Ávila,2016T4,2016,4,12,2016-12-25,51.39,40.78,20.65
2699,Mujeres,05,Ávila,2016T3,2016,3,9,2016-09-25,50.81,39.87,21.54
2700,Mujeres,05,Ávila,2016T2,2016,2,6,2016-06-25,48.83,37.94,22.31
2701,Mujeres,05,Ávila,2016T1,2016,1,3,2016-03-25,49.86,36.17,27.47
2733,Mujeres,06,Badajoz,2019T4,2019,4,12,2019-12-25,49.7,34.41,30.76
2734,Mujeres,06,Badajoz,2019T3,2019,3,9,2019-09-25,49.89,37.15,25.53
2735,Mujeres,06,Badajoz,2019T2,2019,2,6,2019-06-25,48.89,34.98,28.45
2736,Mujeres,06,Badajoz,2019T1,2019,1,3,2019-03-25,49.92,32.99,33.92
2737,Mujeres,06,Badajoz,2018T4,2018,4,12,2018-12-25,50.04,34.53,31.0
2738,Mujeres,06,Badajoz,2018T3,2018,3,9,2018-09-25,47.9,34.27,28.45
2739,Mujeres,06,Badajoz,2018T2,2018,2,6,2018-06-25,48.91,32.45,33.66
2740,Mujeres,06,Badajoz,2018T1,2018,1,3,2018-03-25,48.3,30.49,36.88
2741,Mujeres,06,Badajoz,2017T4,2017,4,12,2017-12-25,48.76,32.03,34.3
2742,Mujeres,06,Badajoz,2017T3,2017,3,9,2017-09-25,47.92,32.84,31.46
2743,Mujeres,06,Badajoz,2017T2,2017,2,6,2017-06-25,49.58,32.53,34.39
2744,Mujeres,06,Badajoz,2017T1,2017,1,3,2017-03-25,47.79,29.77,37.71
2745,Mujeres,06,Badajoz,2016T4,2016,4,12,2016-12-25,48.9,30.16,38.31
2746,Mujeres,06,Badajoz,2016T3,2016,3,9,2016-09-25,48.43,32.38,33.16
2747,Mujeres,06,Badajoz,2016T2,2016,2,6,2016-06-25,49.35,32.06,35.04
2748,Mujeres,06,Badajoz,2016T1,2016,1,3,2016-03-25,47.38,29.8,37.11
2780,Mujeres,07,Baleares,2019T4,2019,4,12,2019-12-25,56.93,50.97,10.47
2781,Mujeres,07,Baleares,2019T3,2019,3,9,2019-09-25,62.83,57.56,8.39
2782,Mujeres,07,Baleares,2019T2,2019,2,6,2019-06-25,61.12,51.66,15.47
2783,Mujeres,07,Baleares,2019T1,2019,1,3,2019-03-25,56.68,45.45,19.82
2784,Mujeres,07,Baleares,2018T4,2018,4,12,2018-12-25,56.94,51.04,10.36
2785,Mujeres,07,Baleares,2018T3,2018,3,9,2018-09-25,63.79,59.48,6.76
2786,Mujeres,07,Baleares,2018T2,2018,2,6,2018-06-25,61.54,54.62,11.24
2787,Mujeres,07,Baleares,2018T1,2018,1,3,2018-03-25,53.95,45.23,16.15
2788,Mujeres,07,Baleares,2017T4,2017,4,12,2017-12-25,55.65,49.4,11.23
2789,Mujeres,07,Baleares,2017T3,2017,3,9,2017-09-25,62.01,56.33,9.16
2790,Mujeres,07,Baleares,2017T2,2017,2,6,2017-06-25,59.81,52.57,12.1
2791,Mujeres,07,Baleares,2017T1,2017,1,3,2017-03-25,55.1,45.22,17.93
2792,Mujeres,07,Baleares,2016T4,2016,4,12,2016-12-25,57.54,49.04,14.76
2793,Mujeres,07,Baleares,2016T3,2016,3,9,2016-09-25,63.01,56.17,10.86
2794,Mujeres,07,Baleares,2016T2,2016,2,6,2016-06-25,61.55,52.79,14.22
2795,Mujeres,07,Baleares,2016T1,2016,1,3,2016-03-25,58.16,47.58,18.2
2827,Mujeres,08,Barcelona,2019T4,2019,4,12,2019-12-25,57.0,50.65,11.14
2828,Mujeres,08,Barcelona,2019T3,2019,3,9,2019-09-25,57.3,50.37,12.09
2829,Mujeres,08,Barcelona,2019T2,2019,2,6,2019-06-25,57.46,51.08,11.1
2830,Mujeres,08,Barcelona,2019T1,2019,1,3,2019-03-25,57.35,50.94,11.18
2831,Mujeres,08,Barcelona,2018T4,2018,4,12,2018-12-25,57.34,50.22,12.42
2832,Mujeres,08,Barcelona,2018T3,2018,3,9,2018-09-25,55.68,49.83,10.51
2833,Mujeres,08,Barcelona,2018T2,2018,2,6,2018-06-25,56.33,50.06,11.13
2834,Mujeres,08,Barcelona,2018T1,2018,1,3,2018-03-25,56.52,49.57,12.29
2835,Mujeres,08,Barcelona,2017T4,2017,4,12,2017-12-25,57.12,49.72,12.95
2836,Mujeres,08,Barcelona,2017T3,2017,3,9,2017-09-25,56.67,48.95,13.63
2837,Mujeres,08,Barcelona,2017T2,2017,2,6,2017-06-25,57.25,49.2,14.07
2838,Mujeres,08,Barcelona,2017T1,2017,1,3,2017-03-25,58.26,49.0,15.9
2839,Mujeres,08,Barcelona,2016T4,2016,4,12,2016-12-25,57.65,48.55,15.79
2840,Mujeres,08,Barcelona,2016T3,2016,3,9,2016-09-25,57.59,48.67,15.48
2841,Mujeres,08,Barcelona,2016T2,2016,2,6,2016-06-25,58.18,48.09,17.34
2842,Mujeres,08,Barcelona,2016T1,2016,1,3,2016-03-25,57.81,47.25,18.26
2874,Mujeres,48,Vizcaya,2019T4,2019,4,12,2019-12-25,51.89,46.24,10.89
2875,Mujeres,48,Vizcaya,2019T3,2019,3,9,2019-09-25,51.95,45.95,11.54
2876,Mujeres,48,Vizcaya,2019T2,2019,2,6,2019-06-25,51.35,46.93,8.61
2877,Mujeres,48,Vizcaya,2019T1,2019,1,3,2019-03-25,52.18,45.98,11.89
2878,Mujeres,48,Vizcaya,2018T4,2018,4,12,2018-12-25,52.57,46.52,11.52
2879,Mujeres,48,Vizcaya,2018T3,2018,3,9,2018-09-25,50.61,45.63,9.85
2880,Mujeres,48,Vizcaya,2018T2,2018,2,6,2018-06-25,51.99,47.21,9.2
2881,Mujeres,48,Vizcaya,2018T1,2018,1,3,2018-03-25,51.77,45.67,11.77
2882,Mujeres,48,Vizcaya,2017T4,2017,4,12,2017-12-25,52.08,45.95,11.76
2883,Mujeres,48,Vizcaya,2017T3,2017,3,9,2017-09-25,52.04,45.03,13.46
2884,Mujeres,48,Vizcaya,2017T2,2017,2,6,2017-06-25,51.95,45.27,12.86
2885,Mujeres,48,Vizcaya,2017T1,2017,1,3,2017-03-25,51.84,45.13,12.95
2886,Mujeres,48,Vizcaya,2016T4,2016,4,12,2016-12-25,51.36,44.38,13.58
2887,Mujeres,48,Vizcaya,2016T3,2016,3,9,2016-09-25,52.45,43.95,16.2
2888,Mujeres,48,Vizcaya,2016T2,2016,2,6,2016-06-25,51.22,44.55,13.02
2889,Mujeres,48,Vizcaya,2016T1,2016,1,3,2016-03-25,50.86,43.55,14.38
2921,Mujeres,09,Burgos,2019T4,2019,4,12,2019-12-25,52.66,46.99,10.76
2922,Mujeres,09,Burgos,2019T3,2019,3,9,2019-09-25,51.79,44.66,13.77
2923,Mujeres,09,Burgos,2019T2,2019,2,6,2019-06-25,50.14,43.46,13.33
2924,Mujeres,09,Burgos,2019T1,2019,1,3,2019-03-25,52.13,43.86,15.86
2925,Mujeres,09,Burgos,2018T4,2018,4,12,2018-12-25,53.26,45.17,15.19
2926,Mujeres,09,Burgos,2018T3,2018,3,9,2018-09-25,51.13,44.61,12.75
2927,Mujeres,09,Burgos,2018T2,2018,2,6,2018-06-25,53.27,47.03,11.71
2928,Mujeres,09,Burgos,2018T1,2018,1,3,2018-03-25,51.4,43.26,15.83
2929,Mujeres,09,Burgos,2017T4,2017,4,12,2017-12-25,49.6,41.85,15.61
2930,Mujeres,09,Burgos,2017T3,2017,3,9,2017-09-25,51.78,44.38,14.28
2931,Mujeres,09,Burgos,2017T2,2017,2,6,2017-06-25,50.77,42.93,15.44
2932,Mujeres,09,Burgos,2017T1,2017,1,3,2017-03-25,50.2,43.8,12.75
2933,Mujeres,09,Burgos,2016T4,2016,4,12,2016-12-25,53.55,45.82,14.45
2934,Mujeres,09,Burgos,2016T3,2016,3,9,2016-09-25,53.4,46.83,12.3
2935,Mujeres,09,Burgos,2016T2,2016,2,6,2016-06-25,54.2,46.54,14.13
2936,Mujeres,09,Burgos,2016T1,2016,1,3,2016-03-25,52.09,41.78,19.8
2968,Mujeres,10,Cáceres,2019T4,2019,4,12,2019-12-25,48.73,36.53,25.04
2969,Mujeres,10,Cáceres,2019T3,2019,3,9,2019-09-25,48.31,36.56,24.33
2970,Mujeres,10,Cáceres,2019T2,2019,2,6,2019-06-25,48.03,36.45,24.09
2971,Mujeres,10,Cáceres,2019T1,2019,1,3,2019-03-25,46.64,35.85,23.14
2972,Mujeres,10,Cáceres,2018T4,2018,4,12,2018-12-25,46.11,34.75,24.64
2973,Mujeres,10,Cáceres,2018T3,2018,3,9,2018-09-25,48.63,37.27,23.37
2974,Mujeres,10,Cáceres,2018T2,2018,2,6,2018-06-25,47.04,37.03,21.27
2975,Mujeres,10,Cáceres,2018T1,2018,1,3,2018-03-25,46.72,36.15,22.62
2976,Mujeres,10,Cáceres,2017T4,2017,4,12,2017-12-25,45.47,35.27,22.43
2977,Mujeres,10,Cáceres,2017T3,2017,3,9,2017-09-25,46.35,36.31,21.67
2978,Mujeres,10,Cáceres,2017T2,2017,2,6,2017-06-25,47.28,36.03,23.78
2979,Mujeres,10,Cáceres,2017T1,2017,1,3,2017-03-25,46.52,33.44,28.11
2980,Mujeres,10,Cáceres,2016T4,2016,4,12,2016-12-25,45.68,34.4,24.7
2981,Mujeres,10,Cáceres,2016T3,2016,3,9,2016-09-25,45.96,34.48,24.98
2982,Mujeres,10,Cáceres,2016T2,2016,2,6,2016-06-25,46.54,34.93,24.95
2983,Mujeres,10,Cáceres,2016T1,2016,1,3,2016-03-25,46.99,32.93,29.93
3015,Mujeres,11,Cádiz,2019T4,2019,4,12,2019-12-25,46.54,31.13,33.12
3016,Mujeres,11,Cádiz,2019T3,2019,3,9,2019-09-25,47.63,33.61,29.43
3017,Mujeres,11,Cádiz,2019T2,2019,2,6,2019-06-25,48.33,33.0,31.72
3018,Mujeres,11,Cádiz,2019T1,2019,1,3,2019-03-25,46.19,31.18,32.5
3019,Mujeres,11,Cádiz,2018T4,2018,4,12,2018-12-25,46.49,31.23,32.84
3020,Mujeres,11,Cádiz,2018T3,2018,3,9,2018-09-25,47.73,33.4,30.04
3021,Mujeres,11,Cádiz,2018T2,2018,2,6,2018-06-25,47.94,32.93,31.31
3022,Mujeres,11,Cádiz,2018T1,2018,1,3,2018-03-25,48.2,30.76,36.17
3023,Mujeres,11,Cádiz,2017T4,2017,4,12,2017-12-25,48.05,31.76,33.91
3024,Mujeres,11,Cádiz,2017T3,2017,3,9,2017-09-25,49.41,33.81,31.57
3025,Mujeres,11,Cádiz,2017T2,2017,2,6,2017-06-25,46.93,30.98,33.99
3026,Mujeres,11,Cádiz,2017T1,2017,1,3,2017-03-25,47.63,28.3,40.59
3027,Mujeres,11,Cádiz,2016T4,2016,4,12,2016-12-25,47.04,27.43,41.69
3028,Mujeres,11,Cádiz,2016T3,2016,3,9,2016-09-25,48.88,31.2,36.17
3029,Mujeres,11,Cádiz,2016T2,2016,2,6,2016-06-25,49.35,28.43,42.38
3030,Mujeres,11,Cádiz,2016T1,2016,1,3,2016-03-25,48.19,27.29,43.37
3062,Mujeres,39,Cantabria,2019T4,2019,4,12,2019-12-25,51.12,44.92,12.13
3063,Mujeres,39,Cantabria,2019T3,2019,3,9,2019-09-25,49.41,44.76,9.42
3064,Mujeres,39,Cantabria,2019T2,2019,2,6,2019-06-25,48.04,43.61,9.23
3065,Mujeres,39,Cantabria,2019T1,2019,1,3,2019-03-25,48.76,42.29,13.26
3066,Mujeres,39,Cantabria,2018T4,2018,4,12,2018-12-25,47.77,42.39,11.28
3067,Mujeres,39,Cantabria,2018T3,2018,3,9,2018-09-25,49.0,43.96,10.29
3068,Mujeres,39,Cantabria,2018T2,2018,2,6,2018-06-25,49.91,43.14,13.57
3069,Mujeres,39,Cantabria,2018T1,2018,1,3,2018-03-25,50.28,43.1,14.27
3070,Mujeres,39,Cantabria,2017T4,2017,4,12,2017-12-25,51.03,43.9,13.98
3071,Mujeres,39,Cantabria,2017T3,2017,3,9,2017-09-25,51.22,44.71,12.71
3072,Mujeres,39,Cantabria,2017T2,2017,2,6,2017-06-25,50.83,43.48,14.45
3073,Mujeres,39,Cantabria,2017T1,2017,1,3,2017-03-25,50.8,43.39,14.58
3074,Mujeres,39,Cantabria,2016T4,2016,4,12,2016-12-25,51.06,44.32,13.2
3075,Mujeres,39,Cantabria,2016T3,2016,3,9,2016-09-25,51.02,44.36,13.06
3076,Mujeres,39,Cantabria,2016T2,2016,2,6,2016-06-25,50.94,42.48,16.6
3077,Mujeres,39,Cantabria,2016T1,2016,1,3,2016-03-25,49.61,40.03,19.3
3109,Mujeres,12,Castellón,2019T4,2019,4,12,2019-12-25,54.11,44.22,18.27
3110,Mujeres,12,Castellón,2019T3,2019,3,9,2019-09-25,52.24,44.05,15.67
3111,Mujeres,12,Castellón,2019T2,2019,2,6,2019-06-25,50.13,41.32,17.58
3112,Mujeres,12,Castellón,2019T1,2019,1,3,2019-03-25,51.62,42.35,17.96
3113,Mujeres,12,Castellón,2018T4,2018,4,12,2018-12-25,52.53,42.76,18.61
3114,Mujeres,12,Castellón,2018T3,2018,3,9,2018-09-25,52.26,42.2,19.25
3115,Mujeres,12,Castellón,2018T2,2018,2,6,2018-06-25,52.53,42.08,19.9
3116,Mujeres,12,Castellón,2018T1,2018,1,3,2018-03-25,51.55,40.39,21.65
3117,Mujeres,12,Castellón,2017T4,2017,4,12,2017-12-25,51.01,42.05,17.58
3118,Mujeres,12,Castellón,2017T3,2017,3,9,2017-09-25,50.1,39.87,20.42
3119,Mujeres,12,Castellón,2017T2,2017,2,6,2017-06-25,49.05,38.08,22.36
3120,Mujeres,12,Castellón,2017T1,2017,1,3,2017-03-25,49.78,38.72,22.23
3121,Mujeres,12,Castellón,2016T4,2016,4,12,2016-12-25,52.94,42.1,20.47
3122,Mujeres,12,Castellón,2016T3,2016,3,9,2016-09-25,50.39,39.25,22.11
3123,Mujeres,12,Castellón,2016T2,2016,2,6,2016-06-25,50.01,38.07,23.88
3124,Mujeres,12,Castellón,2016T1,2016,1,3,2016-03-25,52.03,39.22,24.62
3156,Mujeres,13,Ciudad Real,2019T4,2019,4,12,2019-12-25,50.06,36.06,27.95
3157,Mujeres,13,Ciudad Real,2019T3,2019,3,9,2019-09-25,48.74,36.62,24.87
3158,Mujeres,13,Ciudad Real,2019T2,2019,2,6,2019-06-25,48.75,36.88,24.35
3159,Mujeres,13,Ciudad Real,2019T1,2019,1,3,2019-03-25,48.64,36.2,25.57
3160,Mujeres,13,Ciudad Real,2018T4,2018,4,12,2018-12-25,47.91,36.4,24.02
3161,Mujeres,13,Ciudad Real,2018T3,2018,3,9,2018-09-25,45.94,33.7,26.64
3162,Mujeres,13,Ciudad Real,2018T2,2018,2,6,2018-06-25,47.21,32.87,30.36
3163,Mujeres,13,Ciudad Real,2018T1,2018,1,3,2018-03-25,48.79,33.69,30.94
3164,Mujeres,13,Ciudad Real,2017T4,2017,4,12,2017-12-25,48.46,33.47,30.92
3165,Mujeres,13,Ciudad Real,2017T3,2017,3,9,2017-09-25,46.3,32.62,29.55
3166,Mujeres,13,Ciudad Real,2017T2,2017,2,6,2017-06-25,47.79,32.06,32.91
3167,Mujeres,13,Ciudad Real,2017T1,2017,1,3,2017-03-25,47.23,33.04,30.06
3168,Mujeres,13,Ciudad Real,2016T4,2016,4,12,2016-12-25,46.34,32.08,30.78
3169,Mujeres,13,Ciudad Real,2016T3,2016,3,9,2016-09-25,46.34,32.14,30.65
3170,Mujeres,13,Ciudad Real,2016T2,2016,2,6,2016-06-25,46.19,30.22,34.59
3171,Mujeres,13,Ciudad Real,2016T1,2016,1,3,2016-03-25,45.99,29.34,36.21
3203,Mujeres,14,Córdoba,2019T4,2019,4,12,2019-12-25,49.15,36.4,25.95
3204,Mujeres,14,Córdoba,2019T3,2019,3,9,2019-09-25,49.83,34.71,30.33
3205,Mujeres,14,Córdoba,2019T2,2019,2,6,2019-06-25,50.1,35.75,28.64
3206,Mujeres,14,Córdoba,2019T1,2019,1,3,2019-03-25,49.53,35.85,27.63
3207,Mujeres,14,Córdoba,2018T4,2018,4,12,2018-12-25,48.77,34.65,28.95
3208,Mujeres,14,Córdoba,2018T3,2018,3,9,2018-09-25,48.24,32.34,32.96
3209,Mujeres,14,Córdoba,2018T2,2018,2,6,2018-06-25,50.22,33.54,33.22
3210,Mujeres,14,Córdoba,2018T1,2018,1,3,2018-03-25,51.03,33.99,33.39
3211,Mujeres,14,Córdoba,2017T4,2017,4,12,2017-12-25,49.1,32.74,33.32
3212,Mujeres,14,Córdoba,2017T3,2017,3,9,2017-09-25,49.88,32.1,35.64
3213,Mujeres,14,Córdoba,2017T2,2017,2,6,2017-06-25,49.66,33.08,33.39
3214,Mujeres,14,Córdoba,2017T1,2017,1,3,2017-03-25,50.64,33.93,32.99
3215,Mujeres,14,Córdoba,2016T4,2016,4,12,2016-12-25,49.63,33.26,33.0
3216,Mujeres,14,Córdoba,2016T3,2016,3,9,2016-09-25,51.38,32.55,36.65
3217,Mujeres,14,Córdoba,2016T2,2016,2,6,2016-06-25,51.15,34.64,32.28
3218,Mujeres,14,Córdoba,2016T1,2016,1,3,2016-03-25,50.15,35.28,29.65
3250,Mujeres,15,A Coruña,2019T4,2019,4,12,2019-12-25,50.41,44.53,11.68
3251,Mujeres,15,A Coruña,2019T3,2019,3,9,2019-09-25,50.66,44.6,11.95
3252,Mujeres,15,A Coruña,2019T2,2019,2,6,2019-06-25,50.69,45.17,10.87
3253,Mujeres,15,A Coruña,2019T1,2019,1,3,2019-03-25,50.63,45.45,10.23
3254,Mujeres,15,A Coruña,2018T4,2018,4,12,2018-12-25,50.61,45.01,11.05
3255,Mujeres,15,A Coruña,2018T3,2018,3,9,2018-09-25,51.2,45.49,11.15
3256,Mujeres,15,A Coruña,2018T2,2018,2,6,2018-06-25,51.29,44.11,14.0
3257,Mujeres,15,A Coruña,2018T1,2018,1,3,2018-03-25,50.1,42.93,14.3
3258,Mujeres,15,A Coruña,2017T4,2017,4,12,2017-12-25,50.45,43.41,13.95
3259,Mujeres,15,A Coruña,2017T3,2017,3,9,2017-09-25,50.95,43.66,14.32
3260,Mujeres,15,A Coruña,2017T2,2017,2,6,2017-06-25,50.3,42.6,15.3
3261,Mujeres,15,A Coruña,2017T1,2017,1,3,2017-03-25,50.46,42.84,15.1
3262,Mujeres,15,A Coruña,2016T4,2016,4,12,2016-12-25,50.91,42.86,15.81
3263,Mujeres,15,A Coruña,2016T3,2016,3,9,2016-09-25,50.8,42.14,17.04
3264,Mujeres,15,A Coruña,2016T2,2016,2,6,2016-06-25,49.67,41.78,15.88
3265,Mujeres,15,A Coruña,2016T1,2016,1,3,2016-03-25,50.0,41.54,16.9
3297,Mujeres,16,Cuenca,2019T4,2019,4,12,2019-12-25,46.64,37.9,18.74
3298,Mujeres,16,Cuenca,2019T3,2019,3,9,2019-09-25,49.34,41.87,15.12
3299,Mujeres,16,Cuenca,2019T2,2019,2,6,2019-06-25,50.13,42.66,14.9
3300,Mujeres,16,Cuenca,2019T1,2019,1,3,2019-03-25,48.6,42.32,12.93
3301,Mujeres,16,Cuenca,2018T4,2018,4,12,2018-12-25,51.3,43.0,16.18
3302,Mujeres,16,Cuenca,2018T3,2018,3,9,2018-09-25,47.76,38.93,18.49
3303,Mujeres,16,Cuenca,2018T2,2018,2,6,2018-06-25,46.26,38.0,17.87
3304,Mujeres,16,Cuenca,2018T1,2018,1,3,2018-03-25,44.98,37.55,16.5
3305,Mujeres,16,Cuenca,2017T4,2017,4,12,2017-12-25,48.11,37.75,21.53
3306,Mujeres,16,Cuenca,2017T3,2017,3,9,2017-09-25,45.44,37.65,17.15
3307,Mujeres,16,Cuenca,2017T2,2017,2,6,2017-06-25,44.64,36.72,17.75
3308,Mujeres,16,Cuenca,2017T1,2017,1,3,2017-03-25,46.58,36.42,21.81
3309,Mujeres,16,Cuenca,2016T4,2016,4,12,2016-12-25,45.93,37.58,18.18
3310,Mujeres,16,Cuenca,2016T3,2016,3,9,2016-09-25,46.93,37.24,20.64
3311,Mujeres,16,Cuenca,2016T2,2016,2,6,2016-06-25,44.84,35.41,21.03
3312,Mujeres,16,Cuenca,2016T1,2016,1,3,2016-03-25,46.79,37.05,20.82
3344,Mujeres,20,Guipúzcoa,2019T4,2019,4,12,2019-12-25,52.29,48.06,8.09
3345,Mujeres,20,Guipúzcoa,2019T3,2019,3,9,2019-09-25,50.51,46.51,7.92
3346,Mujeres,20,Guipúzcoa,2019T2,2019,2,6,2019-06-25,51.03,47.98,5.98
3347,Mujeres,20,Guipúzcoa,2019T1,2019,1,3,2019-03-25,52.95,48.71,8.01
3348,Mujeres,20,Guipúzcoa,2018T4,2018,4,12,2018-12-25,51.11,46.85,8.33
3349,Mujeres,20,Guipúzcoa,2018T3,2018,3,9,2018-09-25,50.26,46.12,8.22
3350,Mujeres,20,Guipúzcoa,2018T2,2018,2,6,2018-06-25,52.38,48.04,8.3
3351,Mujeres,20,Guipúzcoa,2018T1,2018,1,3,2018-03-25,50.58,46.19,8.68
3352,Mujeres,20,Guipúzcoa,2017T4,2017,4,12,2017-12-25,49.27,44.91,8.84
3353,Mujeres,20,Guipúzcoa,2017T3,2017,3,9,2017-09-25,48.38,43.38,10.34
3354,Mujeres,20,Guipúzcoa,2017T2,2017,2,6,2017-06-25,48.3,43.37,10.21
3355,Mujeres,20,Guipúzcoa,2017T1,2017,1,3,2017-03-25,48.31,42.14,12.78
3356,Mujeres,20,Guipúzcoa,2016T4,2016,4,12,2016-12-25,49.34,44.08,10.67
3357,Mujeres,20,Guipúzcoa,2016T3,2016,3,9,2016-09-25,51.72,45.48,12.07
3358,Mujeres,20,Guipúzcoa,2016T2,2016,2,6,2016-06-25,51.82,45.98,11.28
3359,Mujeres,20,Guipúzcoa,2016T1,2016,1,3,2016-03-25,51.28,45.22,11.82
3391,Mujeres,17,Girona,2019T4,2019,4,12,2019-12-25,59.02,53.74,8.94
3392,Mujeres,17,Girona,2019T3,2019,3,9,2019-09-25,60.14,54.83,8.83
3393,Mujeres,17,Girona,2019T2,2019,2,6,2019-06-25,58.52,52.2,10.81
3394,Mujeres,17,Girona,2019T1,2019,1,3,2019-03-25,56.87,48.43,14.84
3395,Mujeres,17,Girona,2018T4,2018,4,12,2018-12-25,56.49,51.15,9.45
3396,Mujeres,17,Girona,2018T3,2018,3,9,2018-09-25,58.25,52.85,9.26
3397,Mujeres,17,Girona,2018T2,2018,2,6,2018-06-25,59.01,50.98,13.61
3398,Mujeres,17,Girona,2018T1,2018,1,3,2018-03-25,54.83,46.57,15.06
3399,Mujeres,17,Girona,2017T4,2017,4,12,2017-12-25,56.87,48.83,14.13
3400,Mujeres,17,Girona,2017T3,2017,3,9,2017-09-25,59.2,52.58,11.19
3401,Mujeres,17,Girona,2017T2,2017,2,6,2017-06-25,58.25,50.17,13.87
3402,Mujeres,17,Girona,2017T1,2017,1,3,2017-03-25,56.9,47.2,17.06
3403,Mujeres,17,Girona,2016T4,2016,4,12,2016-12-25,57.5,48.22,16.13
3404,Mujeres,17,Girona,2016T3,2016,3,9,2016-09-25,59.59,51.14,14.19
3405,Mujeres,17,Girona,2016T2,2016,2,6,2016-06-25,58.92,48.58,17.56
3406,Mujeres,17,Girona,2016T1,2016,1,3,2016-03-25,58.08,47.8,17.7
3438,Mujeres,18,Granada,2019T4,2019,4,12,2019-12-25,47.85,36.36,24.02
3439,Mujeres,18,Granada,2019T3,2019,3,9,2019-09-25,48.76,36.03,26.1
3440,Mujeres,18,Granada,2019T2,2019,2,6,2019-06-25,49.97,36.3,27.37
3441,Mujeres,18,Granada,2019T1,2019,1,3,2019-03-25,48.68,35.19,27.71
3442,Mujeres,18,Granada,2018T4,2018,4,12,2018-12-25,48.73,35.58,26.98
3443,Mujeres,18,Granada,2018T3,2018,3,9,2018-09-25,51.02,36.84,27.8
3444,Mujeres,18,Granada,2018T2,2018,2,6,2018-06-25,50.3,36.62,27.2
3445,Mujeres,18,Granada,2018T1,2018,1,3,2018-03-25,50.97,35.85,29.66
3446,Mujeres,18,Granada,2017T4,2017,4,12,2017-12-25,51.47,36.94,28.25
3447,Mujeres,18,Granada,2017T3,2017,3,9,2017-09-25,53.06,37.19,29.9
3448,Mujeres,18,Granada,2017T2,2017,2,6,2017-06-25,52.74,38.84,26.36
3449,Mujeres,18,Granada,2017T1,2017,1,3,2017-03-25,53.32,37.91,28.91
3450,Mujeres,18,Granada,2016T4,2016,4,12,2016-12-25,53.05,36.28,31.62
3451,Mujeres,18,Granada,2016T3,2016,3,9,2016-09-25,53.12,35.85,32.52
3452,Mujeres,18,Granada,2016T2,2016,2,6,2016-06-25,53.62,34.57,35.53
3453,Mujeres,18,Granada,2016T1,2016,1,3,2016-03-25,52.07,35.15,32.5
3485,Mujeres,19,Guadalajara,2019T4,2019,4,12,2019-12-25,61.25,50.88,16.92
3486,Mujeres,19,Guadalajara,2019T3,2019,3,9,2019-09-25,61.03,51.21,16.08
3487,Mujeres,19,Guadalajara,2019T2,2019,2,6,2019-06-25,63.56,56.42,11.25
3488,Mujeres,19,Guadalajara,2019T1,2019,1,3,2019-03-25,62.02,54.08,12.8
3489,Mujeres,19,Guadalajara,2018T4,2018,4,12,2018-12-25,63.33,54.77,13.52
3490,Mujeres,19,Guadalajara,2018T3,2018,3,9,2018-09-25,61.11,53.56,12.35
3491,Mujeres,19,Guadalajara,2018T2,2018,2,6,2018-06-25,61.06,53.15,12.95
3492,Mujeres,19,Guadalajara,2018T1,2018,1,3,2018-03-25,59.48,49.97,15.98
3493,Mujeres,19,Guadalajara,2017T4,2017,4,12,2017-12-25,59.71,51.88,13.11
3494,Mujeres,19,Guadalajara,2017T3,2017,3,9,2017-09-25,57.12,48.98,14.24
3495,Mujeres,19,Guadalajara,2017T2,2017,2,6,2017-06-25,59.83,48.96,18.17
